Variable,FOUND,OCC10,OCCINDV,OCCSTATUS,OCCTAG,PRESTG10,PRESTG105PLUS,INDUS10,INDSTATUS,INDTAG,SPOCC10,SPOCCINDV,SPOCCSTATUS,SPOCCTAG,SPPRES10,SPPRES105PLUS,SPIND10,SPINDSTATUS,SPINDTAG,PAOCC10,PAOCCINDV,PAOCCSTATUS,PAOCCTAG,PAPRES10,PAPRES105PLUS,PAIND10,PAINDSTATUS,PAINDTAG,MAOCC10,MAOCCINDV,MAOCCSTATUS,MAOCCTAG,MAPRES10,MAPRES105PLUS,MAIND10,MAINDSTATUS,MAINDTAG,SEI10,SPSEI10,PASEI10,MASEI10,SEI10EDUC,SPSEI10EDUC,PASEI10EDUC,MASEI10EDUC,SEI10INC,SPSEI10INC,PASEI10INC,MASEI10INC,FAMILY16,FORM,FORMWT,ID,MARITAL,OVERSAMP,RACE,REG16,REGION,SAMPCODE,SAMPLE,SATFRND,SEX,SIZE,SRCBELT,WRKSTAT,WTSS,WTSSALL,WTSSNR,XNORCSIZ,YEAR,DEGREE,RELIG,SATCITY,SIBS,TICKET,ADULTS,BABIES,HOMPOP,PRETEEN,RELIG16,SATHEALT,SOCREL,TEENS,UNEMP,ATTEND,BURGLR,EDUC,ETHNUM,MEMNUM,RES16,VETYEARS,COOP,GOVAID,HAPPY,HEALTH,SATFAM,COMPREND,OWNGUN,PISTOL,RIFLE,SATHOBBY,SHOTGUN,AGE,COHORT,PHONE,SATFIN,SOCFREND,CHILDS,ARREST,SOCOMMUN,CLASS,MEMCHURH,FINALTER,POVLINE,ANOMIA1,FINRELA,INCOM16,ROBBRY,FEAR,ANOMIA8,GETAHEAD,VOTE72,ANOMIA2,EARNRS,PILL,ANOMIA4,CHLDMORE,FUND16,MEMUNION,RELITEN,CONTV,MEMPOLIT,MEMSPORT,MEMVET,MEMYOUTH,ANOMIA9,CONPRESS,FUND,MEMFARM,MEMFRAT,MEMGREEK,MEMHOBBY,MEMNAT,MEMPROF,MEMSCHL,SOCBAR,SPKATH,MEMLIT,MEMSERV,PARTYID,CONEDUC,CONMEDIC,XMARSEX,GUNLAW,JOBHOUR,JOBINC,JOBMEANS,JOBPROMO,JOBSEC,ABHLTH,MEMOTHER,CONCLERG,CONFED,FEWORK,WORDSUM,LIBATH,ANOMIA3,ANOMIA6,ANOMIA7,CHLDIDEL,CONARMY,LIFE,ABDEFECT,CONLABOR,SPKCOM,COMMUN,MOBILE16,ANOMIA5,CONLEGIS,TEENPILL,FEPRES,WORDD,FEHOME,SEXEDUC,CONBUS,COLATH,PREMARSX,SPKSOC,BUSING,LIBCOM,NATSPAC,CANADA,NATHEAL,WIRTAP,RACPRES,NATAID,NATFARE,LIBHOMO,ABRAPE,ABSINGLE,ENGLAND,WORDB,INCOME,NATEDUC,ABPOOR,SPKHOMO,CONJUDGE,WORDI,HOMOSEX,ABNOMORE,RUSSIA,POLVIEWS,WORDA,JAPAN,LIBSOC,NATCRIME,CAPPUN,COLHOMO,DIVLAW,COLSOC,NATDRUG,CHINA,COLCOM,NATARMS,NATRACE,WORDJ,NATENVIR,ISRAEL,WORDF,CONINC,EGYPT,REALINC,WRKSLF,INCDEF,ISCO68,OCC,PRESTIGE,INDUSTRY,DOTDATA,DOTGED,DOTPEOP,DOTPRES,DOTSVP,DOTTHNG,WORDG,CONSCI,WORDE,UNRELAT,MADEG,RACHOME,AGEWED,MARCOHRT,PAWRKSLF,RACDIN,RACFEW,PAISCO68,PAOCC16,PAPRES16,PAIND16,RACMAR,MAWORK,BRAZIL,PADOTDAT,PADOTGED,PADOTPEO,PADOTPRE,PADOTSVP,PADOTTHN,RACLIVE,NATCITY,MAEDUC,SATJOB,WORDH,RACHAF,ETHNIC,DIVORCE,WORDC,PADEG,PAEDUC,SPWRKSTA,WKSUB,SPREL,HAPMAR,SPDEG,SPREL16,SPEDUC,SPFUND,SPFUND16,WKSUP,PRES72,DENOM16,SPWRKSLF,SPISCO68,SPOCC,SPPRES,SPIND,DENOM,SPDOTDAT,SPDOTGED,SPDOTPEO,SPDOTPRE,SPDOTSVP,SPDOTTHN,RINCOME,RACMOST,CONRINC,REALRINC,WKSUBS,RICHWORK,HRS1,PRAYER,FEPOLY,PRAYERY,SPDEN16,SPDEN,FEPOL,COURTS,EVWORK,SPHRS1,MAWK16,MAWKBABY,RACCLOS,RACDIS,RACINTEG,COURTSY,WKSUPS,SPEVWORK,IF72WHO,FAMDIF16,VETKIND,CHLDNUM,CHLDSOON,OTHER,OTH16,SPOTHER,SPOTH16,HRS2,SPHRS2
,1,5120,1,3,1,45,48,770,3,1,0,0,1,1,0,0,0,1,1,6355,1,3,1,49,54,1370,3,1,0,0,1,1,0,0,0,1,1,38.3,-1.0,45.4,-1.0,56.1,-1.0,43.9,-1.0,27.9,-1.0,55.3,-1.0,1,2,1.000,919,5,1.0000,1,2,2,117,2,2,2,35,4,1,1.00,0.93,1.00,5,1974,2,2,2,3,2,2,0,2,0,2,1,5,0,2,4,2,14,1,0,3,0,1,2,1,1,3,1,2,2,2,1,2,22,1952,3,1,2,0,2,2,3,2,1,3,2,3,3,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,5,1,3,4,1,2,1,3,1,7,2,2,2,2,2,2,1,1,3,1,3,2,2,3,1,1,1,2,1,2,4,3,1,2,2,3,2,1,2,1,3,2,2,1,1,3,1,3,1,1,1,2,1,4,1,5,3,1,8,2,2,2,4,3,4,1,8,5,3,3,1,2,6,1,11820,6,8636,2,5,3310,305,48,69,3.12,3.98,7.91,45.9,5.01,7.96,0,1,1,1,1,2,0,0,2,3,2,8550,430,49,289,2,1,1,2.12,3.96,7.77,43.8,6.95,1.25,1,2,12,2,0,2,13,0,0,1,12,0,1,0,0,7,0,97,0,0,2,0,0,0,0,0,0,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,3,2,11820,8636,3,1,42,0,1,2,0,0,0,0,0,-1,1,1,2,1,2,8,0,0,2,0,-1,3,1,0,0,0,0,-1,-1
,1,4810,1,3,1,47,61,6990,3,1,3255,1,3,1,64,87,9999,2,1,8010,1,3,1,36,34,3980,3,1,0,0,1,1,0,0,0,1,1,57.8,84.2,27.5,-1.0,75.9,97.8,27.5,-1.0,54.7,80.3,25.4,-1.0,1,2,1.000,920,1,1.0000,1,2,2,117,2,1,1,18,4,1,1.00,0.93,1.00,5,1974,3,1,3,2,1,2,1,5,0,1,1,5,2,2,2,2,16,2,4,2,2,1,2,2,1,1,1,1,2,1,2,1,48,1926,3,1,4,4,2,5,3,2,1,3,2,5,3,2,2,2,1,1,2,2,1,2,2,1,2,2,3,2,2,2,2,2,3,1,2,1,1,2,2,1,1,2,1,2,2,4,2,1,1,2,5,2,1,3,4,1,9,2,3,1,10,2,2,2,1,2,2,1,1,3,2,1,2,1,2,1,1,1,2,1,1,4,3,8,2,2,3,2,3,2,1,8,8,2,1,8,3,1,12,3,1,8,2,1,8,1,8,6,1,8,2,3,1,5,3,8,1,9,4,8,8,1,1,4,1,107052,5,94738,2,8,4410,265,47,717,1.86,4.21,5.65,49.7,6.18,8.00,1,8,1,0,1,2,27,1953,2,8,2,8340,652,29,259,2,1,6,6.39,2.60,8.00,31.7,3.79,3.79,1,2,13,1,1,1,11,2,1,0,8,7,1,2,2,1,2,16,2,2,1,2,18,2,710,75,62,848,18,2.88,4.19,6.44,53.8,6.91,7.99,12,0,108224,96450,3,1,45,0,2,3,0,0,0,0,0,-1,2,2,2,2,2,2,4,1,0,0,3,0,-1,0,0,0,0,-1,-1
,1,230,1,3,1,59,80,7860,3,1,0,0,1,1,0,0,0,1,1,9999,1,2,1,0,0,6470,3,1,0,0,1,1,0,0,0,1,1,75.5,-1.0,-1.0,-1.0,92.0,-1.0,-1.0,-1.0,74.2,-1.0,-1.0,-1.0,1,1,1.000,921,2,1.0000,1,1,2,117,2,1,1,18,4,1,1.00,0.47,1.00,5,1974,4,4,3,1,2,1,0,1,0,2,1,5,0,2,2,1,18,2,2,5,3,1,2,2,1,1,1,2,2,2,1,2,56,1918,4,1,2,4,1,4,3,2,3,3,2,4,5,2,2,2,1,1,2,1,1,2,4,2,2,4,3,2,1,2,2,2,2,3,2,2,2,2,2,1,2,5,1,2,2,1,2,2,1,1,4,3,1,2,5,1,9,2,3,1,10,2,2,2,2,4,3,1,1,3,1,8,3,2,2,1,1,1,2,1,2,4,3,1,9,2,2,0,2,2,1,8,2,2,1,1,1,1,12,2,1,1,2,1,1,1,4,3,1,4,2,2,2,4,2,4,1,4,5,3,1,1,1,2,1,107052,5,94738,2,8,1391,240,60,857,1.19,5.75,1.43,71.2,7.93,7.88,1,2,1,-1,1,1,26,1944,2,3,2,1591,184,51,338,2,1,4,0.61,5.39,5.48,65.3,7.37,7.85,1,1,12,1,1,2,14,2,1,1,16,0,2,0,0,7,0,97,0,0,1,1,0,0,0,0,0,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,12,1,108224,96450,0,1,60,1,0,0,0,0,2,3,0,-1,1,2,2,2,2,0,3,0,0,0,4,0,-1,0,0,0,0,-1,-1
,1,2310,1,3,1,61,85,7860,3,1,4850,1,3,1,45,55,4260,3,1,9999,1,2,1,0,0,4260,3,1,0,0,1,1,0,0,0,1,1,80.9,62.0,-1.0,-1.0,98.9,73.0,-1.0,-1.0,60.7,68.1,-1.0,-1.0,1,2,1.000,922,1,1.0000,1,2,2,117,2,1,2,18,4,7,1.00,0.93,1.00,5,1974,3,3,2,3,2,2,1,5,2,3,1,2,0,2,4,2,16,1,3,4,0,1,2,2,1,1,1,2,2,2,5,2,32,1942,3,2,2,3,2,4,3,2,1,3,2,4,4,2,1,1,1,1,2,1,1,1,2,3,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,1,6,1,1,1,1,2,2,1,1,4,3,1,2,5,1,2,2,3,1,6,2,2,2,2,3,3,2,1,3,1,2,1,2,2,1,1,1,2,1,2,4,3,1,8,2,3,2,1,2,1,3,1,2,1,1,2,1,11,2,1,1,1,1,4,1,5,2,1,7,2,1,2,4,2,4,1,5,5,3,1,0,1,0,1,75988,9,55515,2,7,1330,142,60,857,1.97,4.99,2.03,63.6,6.14,8.00,0,2,1,0,1,1,21,1963,1,3,2,2190,245,50,537,2,2,-1,1.97,4.37,5.59,48.3,6.61,7.18,1,1,12,2,9,2,23,2,0,0,10,1,1,3,1,1,3,14,3,3,2,1,0,2,4510,282,40,537,0,2.84,3.81,5.14,43.4,4.97,7.96,0,2,0,0,3,0,-1,0,2,2,0,0,0,0,1,40,0,0,1,1,2,9,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1
,1,5820,1,3,1,37,29,6870,3,1,9999,1,2,1,0,0,3580,3,1,6360,1,3,1,32,20,9999,2,1,0,0,1,1,0,0,0,1,1,35.1,-1.0,28.7,-1.0,56.7,-1.0,22.5,-1.0,21.1,-1.0,33.7,-1.0,1,1,1.000,923,1,1.0000,1,3,2,117,2,1,2,18,4,7,1.00,0.93,1.00,5,1974,0,2,1,10,2,2,1,6,3,2,1,5,0,2,0,2,10,1,0,6,0,1,2,2,1,1,1,2,2,2,2,2,37,1937,3,2,4,4,2,5,3,2,2,3,1,3,3,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,1,2,2,2,1,2,1,1,5,4,1,2,3,1,2,2,2,2,5,2,2,1,1,2,2,2,1,2,1,8,3,1,2,1,1,1,2,1,2,4,1,1,2,2,3,0,2,2,2,3,3,2,1,2,1,1,11,1,1,1,2,1,1,2,7,3,0,2,2,2,2,4,2,4,1,9,5,2,2,0,2,5,1,75988,5,55515,2,7,3210,391,41,707,3.72,3.05,7.90,37.6,3.78,7.85,0,2,1,0,0,2,23,1960,2,3,2,9570,445,26,587,1,2,3,6.26,3.06,7.62,36.7,6.33,2.16,1,2,10,1,0,2,29,2,0,0,8,1,1,5,1,1,5,14,9,9,2,2,0,2,2190,245,50,227,0,1.21,4.94,3.95,60.1,7.32,7.41,0,1,0,0,3,0,-1,2,0,0,0,0,2,2,1,38,0,0,2,2,2,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1
,1,5120,1,3,1,45,48,7860,3,1,9999,1,2,1,0,0,3360,3,1,5700,1,3,1,47,55,9590,3,1,0,0,1,1,0,0,0,1,1,38.3,-1.0,38.8,-1.0,56.1,-1.0,57.6,-1.0,27.9,-1.0,27.8,-1.0,1,1,1.000,924,1,1.0000,1,1,2,117,2,2,2,18,4,2,1.00,1.40,1.00,5,1974,3,2,2,0,1,3,0,5,0,2,1,6,2,2,4,2,16,1,3,4,0,1,2,1,1,1,1,1,2,1,3,2,40,1934,3,2,4,3,2,2,3,1,3,3,1,3,5,2,1,8,1,1,2,4,1,1,2,2,2,2,3,1,2,2,2,8,1,2,2,2,2,1,2,2,2,4,1,2,2,2,2,1,3,1,2,5,1,3,4,1,9,2,2,1,7,2,2,8,8,3,2,2,1,2,1,3,3,2,2,1,2,1,2,1,2,5,4,1,8,2,3,2,2,2,1,3,1,2,1,1,3,1,12,1,1,1,2,1,4,2,2,4,0,1,2,1,1,4,3,5,1,3,5,2,2,0,1,2,1,107052,4,94738,2,8,3310,305,48,857,3.12,3.98,7.91,45.9,5.01,7.96,1,2,1,0,0,2,19,1953,2,2,2,3211,372,46,917,2,2,4,2.98,4.00,6.03,47.7,5.98,7.98,1,2,7,2,1,2,15,2,0,4,19,1,1,2,1,3,2,16,2,2,2,1,0,2,2190,245,50,189,0,1.21,4.94,3.95,60.1,7.32,7.41,1,1,1689,1234,3,1,20,2,0,0,0,0,1,2,0,55,0,0,1,1,2,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1
,1,9999,1,2,1,0,0,9999,2,1,8420,1,3,1,25,10,1680,3,1,9999,1,2,1,0,0,9999,2,1,0,0,1,1,0,0,0,1,1,-1.0,11.8,-1.0,-1.0,-1.0,12.6,-1.0,-1.0,-1.0,5.2,-1.0,-1.0,1,2,1.000,925,1,1.0000,1,5,5,181,2,3,1,1,5,1,1.00,0.93,1.00,10,1974,0,1,5,6,2,2,0,2,0,1,3,3,0,1,4,2,11,4,0,1,0,2,2,2,3,3,2,1,2,2,5,1,21,1953,1,1,4,0,2,1,2,2,3,3,1,2,3,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,7,1,2,2,0,1,1,1,1,1,5,4,2,3,1,2,1,2,1,3,1,1,1,1,2,2,2,1,2,2,1,1,1,3,1,1,1,2,2,2,5,4,1,2,1,3,0,1,1,2,3,2,1,1,2,1,1,8,2,2,2,2,1,1,2,2,3,0,3,2,1,1,5,2,4,1,6,4,2,3,0,1,8,0,30395,6,22206,2,6,9990,785,17,927,6.28,2.23,8.00,18.2,2.70,6.34,0,2,0,0,0,2,19,1972,2,2,2,8340,695,32,379,1,1,5,6.84,2.34,8.00,29.9,3.43,4.18,2,2,3,2,0,2,0,2,0,0,3,1,1,1,1,0,1,10,1,1,1,0,18,2,7520,672,25,319,18,6.89,2.08,7.91,21.7,2.86,5.14,4,1,15198,11103,3,1,40,0,2,1,18,18,0,0,0,40,2,2,0,0,0,2,4,0,8,0,-1,1,1,0,0,0,0,-1,-1
,1,9999,1,2,1,0,0,4970,3,1,0,0,1,1,0,0,0,1,1,205,1,3,1,46,58,9999,2,1,0,0,1,1,0,0,0,1,1,-1.0,-1.0,39.9,-1.0,-1.0,-1.0,45.2,-1.0,-1.0,-1.0,40.3,-1.0,1,1,1.000,926,1,1.0000,1,5,5,181,2,4,1,1,5,2,1.00,0.93,1.00,10,1974,0,1,2,6,1,2,0,2,0,1,6,4,0,1,4,2,6,1,0,2,2,3,1,2,3,8,2,1,2,2,4,1,58,1916,3,1,7,3,2,4,3,2,3,1,2,3,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,7,2,2,2,5,1,1,1,2,5,1,4,2,3,1,2,1,1,1,99,1,2,1,1,3,1,2,1,1,2,1,1,8,1,2,2,9,1,1,1,5,2,1,2,1,2,6,2,8,2,2,8,1,8,2,6,9,1,2,2,2,1,9,1,2,7,4,9,8,2,2,1,5,2,4,8,6,4,2,2,9,2,3,9,1689,-1,1234,1,3,2190,245,50,628,1.97,4.37,5.59,48.3,6.61,7.18,9,1,9,0,0,2,32,1948,1,3,1,6110,801,41,17,1,2,-1,1.68,3.84,7.97,30.9,6.62,1.51,1,2,0,1,9,0,14,2,9,0,0,7,2,1,2,0,1,6,1,1,2,2,18,0,0,0,0,0,18,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,1,0,1689,1234,0,1,2,2,0,0,18,18,2,3,0,-1,0,0,1,3,2,0,0,2,0,0,4,0,-1,0,0,0,0,-1,-1
,1,8320,1,3,1,32,22,9999,2,1,5620,1,3,1,25,12,2880,3,1,205,1,3,1,46,58,9999,2,1,0,0,1,1,0,0,0,1,1,13.2,23.8,39.9,-1.0,16.5,33.7,45.2,-1.0,5.5,13.8,40.3,-1.0,1,2,1.000,927,1,1.0000,1,5,5,181,2,4,2,1,5,7,1.00,0.93,1.00,10,1974,1,1,4,5,2,2,0,2,0,1,1,5,0,2,6,2,11,3,1,2,0,1,1,1,1,1,2,1,2,1,2,2,56,1918,3,1,6,2,2,5,3,1,2,3,1,3,3,2,1,1,1,1,2,1,1,8,2,1,2,1,3,2,2,2,2,1,3,1,2,2,2,2,2,2,2,7,2,2,2,6,3,8,1,1,5,1,2,3,4,1,2,3,1,8,3,1,1,8,1,8,1,2,8,3,2,1,1,1,3,1,2,0,1,2,2,5,1,2,2,1,3,2,8,2,2,8,8,1,8,2,3,1,8,8,2,2,3,1,1,2,9,6,1,9,1,8,8,5,2,5,8,9,4,8,8,0,8,0,0,30395,-1,22206,2,6,7950,663,25,317,6.69,2.88,7.98,28.9,4.03,2.32,0,3,0,0,0,2,22,1940,1,1,2,6110,801,41,17,1,1,-1,1.68,3.84,7.97,30.9,6.62,1.51,2,8,98,1,0,1,0,2,0,0,98,1,1,1,1,0,1,7,1,1,2,2,18,2,3910,381,23,159,18,3.58,3.00,7.71,33.6,4.40,7.13,0,0,0,0,3,0,-1,0,1,1,18,18,0,0,1,48,2,2,0,0,0,2,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1
,1,0,0,1,1,0,0,0,1,1,8530,1,3,1,36,21,3890,3,1,205,1,3,1,46,58,9999,2,1,0,0,1,1,0,0,0,1,1,-1.0,14.4,39.9,-1.0,-1.0,11.9,45.2,-1.0,-1.0,10.0,40.3,-1.0,1,1,1.000,928,1,1.0000,1,5,5,181,2,2,2,1,5,7,1.00,0.93,1.00,10,1974,0,1,1,10,2,2,0,4,0,1,1,4,2,2,3,2,9,4,0,2,0,1,2,1,1,1,2,1,1,1,1,1,36,1938,3,1,4,2,2,3,3,2,3,4,2,3,3,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,7,2,2,2,0,1,1,1,2,5,2,3,4,1,1,2,1,2,2,5,1,1,1,1,4,8,2,1,2,1,2,1,1,8,1,2,1,1,2,1,5,1,1,1,2,3,4,8,2,1,8,8,1,1,2,4,1,98,8,1,2,8,1,1,2,4,8,1,4,2,1,1,5,1,4,8,4,5,8,8,0,1,4,0,0,4,0,0,0,0,0,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,8,0,0,8,2,18,1956,1,2,2,6110,801,41,17,1,2,4,1.68,3.84,7.97,30.9,6.62,1.51,1,8,98,1,0,1,0,2,1,8,98,1,1,1,1,1,1,12,1,1,2,0,18,2,7320,662,28,118,18,6.91,2.69,8.00,21.6,4.34,2.93,0,0,0,0,3,0,-1,2,0,0,18,18,1,2,2,44,0,0,1,3,2,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1
,1,8320,1,3,1,32,22,9999,2,1,6230,1,3,1,44,49,770,3,1,6050,1,3,1,27,18,9999,2,1,0,0,1,1,0,0,0,1,1,13.2,28.7,14.0,-1.0,16.5,25.7,14.1,-1.0,5.5,30.3,7.7,-1.0,3,1,1.000,929,1,1.0000,1,5,5,181,2,1,2,1,5,1,1.00,0.93,1.00,10,1974,0,1,2,6,2,2,0,3,1,1,4,2,0,2,8,1,8,4,1,3,0,1,1,1,2,2,1,1,2,1,6,1,39,1935,3,1,5,2,2,3,1,1,1,3,2,3,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,2,2,2,2,1,1,1,1,1,3,4,2,5,1,2,2,2,1,6,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,5,1,1,2,1,3,1,2,2,2,2,3,1,1,2,0,1,9,1,2,2,2,0,1,2,9,1,1,4,1,1,1,5,1,5,1,9,4,2,2,0,2,0,1,42215,1,30841,2,6,7950,663,25,319,6.69,2.88,7.98,28.9,4.03,2.32,1,2,1,0,0,2,19,1954,2,3,2,6210,822,18,17,1,1,8,6.61,2.53,7.97,10.8,3.75,4.74,1,2,8,2,0,1,0,2,0,0,6,1,1,1,1,0,1,8,1,1,2,1,18,2,9540,415,40,67,18,3.27,3.87,7.84,38.7,7.61,1.26,4,0,15198,11103,3,1,40,2,0,0,18,18,1,2,0,32,2,1,1,3,2,0,0,0,0,9,-1,0,-1,0,0,0,0,-1,-1
,1,7700,1,3,1,50,62,9999,2,1,4510,1,3,1,36,27,8980,3,1,510,1,3,1,42,49,9999,2,1,0,0,1,1,0,0,0,1,1,46.5,24.6,48.8,-1.0,42.0,37.7,48.1,-1.0,59.9,13.2,59.8,-1.0,1,1,1.000,930,1,1.0000,1,4,5,181,2,5,1,9,5,1,1.00,0.93,1.00,8,1974,1,2,3,5,1,2,0,2,0,2,2,3,0,1,7,2,12,1,0,3,3,1,2,1,1,2,1,2,2,2,4,2,46,1928,3,1,4,0,2,7,3,2,1,3,2,4,2,2,2,1,1,2,2,1,1,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,2,2,1,2,2,3,1,3,4,1,2,5,1,2,1,3,2,7,2,2,2,1,8,2,1,2,3,1,2,3,2,1,1,1,1,2,1,2,4,3,1,2,2,3,0,2,2,1,3,3,2,2,2,2,1,10,3,2,1,2,1,1,2,3,3,1,3,2,2,2,4,3,4,2,4,5,3,2,1,1,2,1,59102,4,43178,2,7,7000,441,45,327,2.29,4.04,4.15,41.2,6.64,5.20,0,1,1,0,0,1,32,1960,1,3,2,4222,203,41,17,2,1,4,1.26,4.80,5.01,49.0,7.02,8.00,1,3,8,2,9,2,11,2,0,0,8,7,1,1,1,0,1,8,1,1,1,0,0,1,5700,944,33,787,0,2.06,3.94,6.82,38.5,5.95,1.87,9,2,42215,30841,3,1,50,2,0,0,18,18,2,2,0,-1,1,2,2,2,2,0,3,1,2,0,3,0,-1,0,0,0,0,-1,-1
,1,9300,1,3,1,43,40,9590,3,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,40.1,-1.0,-1.0,-1.0,40.4,-1.0,-1.0,-1.0,45.3,-1.0,-1.0,-1.0,5,2,1.000,931,1,1.0000,2,0,5,181,2,1,1,9,5,5,1.00,0.93,1.00,8,1974,0,1,1,3,2,2,0,2,0,1,1,6,0,2,5,2,7,1,1,3,3,1,2,1,2,1,1,2,2,2,1,2,54,1920,3,1,2,2,2,2,2,1,3,3,2,3,1,2,2,1,1,2,2,9,1,1,2,3,2,1,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,7,2,2,2,0,1,1,3,1,5,1,4,2,3,2,2,1,3,2,3,2,2,2,2,2,1,2,2,3,2,4,2,2,3,1,1,1,2,1,2,5,4,1,1,2,3,4,9,2,1,1,1,2,2,2,2,1,6,1,2,2,1,9,1,2,4,4,0,4,1,1,2,5,3,4,1,4,5,1,1,9,1,4,1,21952,4,16038,2,5,9810,661,34,917,7.00,2.55,8.00,28.8,4.60,6.10,0,2,9,0,0,0,40,1960,0,0,0,0,0,0,0,0,1,4,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,1,0,0,9,0,28,2,9,7,97,7,0,1,1,0,1,9,3,3,0,0,48,0,0,0,0,0,48,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,0,0,0,0,0,-1,0,2,1,48,48,0,0,1,-1,1,1,0,0,0,8,0,2,1,1,0,0,-1,0,0,0,0,-1,-1
,1,0,0,1,1,0,0,0,1,1,7700,1,3,1,50,62,1590,3,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,-1.0,46.5,-1.0,-1.0,-1.0,42.0,-1.0,-1.0,-1.0,59.9,-1.0,-1.0,5,1,1.000,932,1,1.0000,2,5,5,181,2,2,2,9,5,7,1.00,0.93,1.00,8,1974,0,1,3,7,2,2,3,5,0,1,2,2,0,1,3,2,10,1,1,2,0,1,2,3,2,2,1,2,2,2,3,2,21,1953,1,3,2,3,2,2,1,1,3,5,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,1,2,2,1,1,1,1,1,3,1,5,2,4,2,2,2,3,1,4,1,2,1,1,3,1,2,2,2,1,3,1,1,3,1,1,1,2,1,2,4,1,1,1,1,3,2,3,2,1,3,3,2,2,2,2,1,5,1,2,2,1,9,1,2,8,4,0,7,1,3,2,5,1,4,1,6,4,1,1,9,3,8,1,18575,2,13570,0,4,0,0,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,1,1,0,0,0,17,1970,0,0,0,0,0,0,0,0,1,2,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,3,10,3,9,0,1,2,9,7,97,1,1,1,3,0,1,10,1,1,1,0,28,2,7000,441,45,318,28,2.29,4.04,4.15,41.2,6.64,5.20,0,0,0,0,3,0,-1,1,0,0,18,18,2,2,2,40,1,1,0,0,0,0,4,0,1,2,-1,0,-1,0,0,0,0,-1,-1
,1,9999,1,2,1,0,0,1590,3,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5,2,1.000,933,5,1.0000,2,5,5,181,2,1,2,9,5,1,1.00,0.47,1.00,8,1974,0,1,1,3,2,1,0,3,0,1,1,4,2,1,6,2,11,1,1,2,0,1,1,2,2,1,1,2,2,2,1,2,33,1941,9,3,2,2,2,2,4,1,3,1,1,2,2,2,1,1,3,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,2,2,2,1,1,1,4,1,4,1,5,3,2,1,2,1,3,2,2,2,1,1,1,4,1,2,1,1,2,3,1,1,1,1,1,1,2,1,2,5,4,2,1,2,3,3,3,2,1,1,3,2,2,1,3,1,2,2,1,2,1,0,1,2,9,4,0,4,2,2,2,5,1,5,2,9,4,2,1,9,3,3,9,6754,3,4935,2,3,7590,674,29,318,6.35,2.33,7.92,22.9,3.28,4.72,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,9,0,3,0,0,1,0,9,7,97,0,1,0,0,7,0,97,0,0,2,0,28,0,0,0,0,0,28,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,2,0,6754,4935,3,2,40,0,2,1,0,0,0,0,0,-1,1,1,0,0,0,2,0,0,3,2,-1,0,-1,0,0,0,0,-1,-1
